frame,time_s,face_lm33,face_lm133,face_lm362,face_lm263,face_lm61,face_lm291,face_lm105,face_lm334,left_hand_lm00,left_hand_lm01,left_hand_lm02,left_hand_lm03,left_hand_lm04,left_hand_lm05,left_hand_lm06,left_hand_lm07,left_hand_lm08,left_hand_lm09,left_hand_lm10,left_hand_lm11,left_hand_lm12,left_hand_lm13,left_hand_lm14,left_hand_lm15,left_hand_lm16,left_hand_lm17,left_hand_lm18,left_hand_lm19,left_hand_lm20,right_hand_lm00,right_hand_lm01,right_hand_lm02,right_hand_lm03,right_hand_lm04,right_hand_lm05,right_hand_lm06,right_hand_lm07,right_hand_lm08,right_hand_lm09,right_hand_lm10,right_hand_lm11,right_hand_lm12,right_hand_lm13,right_hand_lm14,right_hand_lm15,right_hand_lm16,right_hand_lm17,right_hand_lm18,right_hand_lm19,right_hand_lm20
59,1.96667,[0.48131 0.217456 0.00859],[0.498583 0.219158 0.004045],[0.521784 0.22047 0.001717],[0.540505 0.220648 0.003521],[0.49295 0.282416 0.002947],[0.524664 0.283946 -1.2e-05],[0.484209 0.196526 -0.001378],[0.536738 0.199238 -0.005632],[0.546765 0.537098 -0.0],[0.525196 0.545917 0.002124],[0.508966 0.565041 0.000351],[0.503186 0.587211 -0.002377],[0.503095 0.604016 -0.005598],[0.498751 0.562723 -0.002903],[0.491444 0.592705 -0.009154],[0.490457 0.61227 -0.013215],[0.491346 0.626414 -0.015464],[0.508432 0.566675 -0.007563],[0.50396 0.604168 -0.01348],[0.509043 0.611993 -0.014479],[0.513977 0.610926 -0.014521],[0.520684 0.571744 -0.012116],[0.521667 0.604277 -0.017144],[0.526682 0.598491 -0.014312],[0.528415 0.587685 -0.01159],[0.534188 0.57733 -0.016535],[0.532937 0.601696 -0.019402],[0.536517 0.595555 -0.016073],[0.537358 0.585754 -0.01308],[0.450973 0.506547 0.0],[0.466754 0.489522 0.00058],[0.486235 0.48547 -0.002791],[0.502159 0.49235 -0.006491],[0.512686 0.502852 -0.010232],[0.487281 0.477615 -0.011105],[0.504509 0.468752 -0.01754],[0.517065 0.464309 -0.02119],[0.527251 0.461649 -0.023513],[0.48542 0.490813 -0.014992],[0.509378 0.498878 -0.021346],[0.518378 0.510494 -0.023119],[0.521951 0.520569 -0.0235],[0.482012 0.508532 -0.018104],[0.505166 0.519562 -0.022644],[0.511813 0.529096 -0.021131],[0.512665 0.535869 -0.019225],[0.478327 0.526586 -0.021134],[0.496007 0.535621 -0.022945],[0.503022 0.541714 -0.020519],[0.506718 0.546311 -0.018136]
60,2.0,[0.481612 0.218085 0.008078],[0.498832 0.219584 0.003808],[0.521673 0.220843 0.001886],[0.540082 0.221172 0.003906],[0.492499 0.282445 0.002748],[0.524527 0.28387 0.000347],[0.484774 0.196351 -0.001568],[0.536674 0.199255 -0.005081],[0.546704 0.549297 -0.0],[0.524629 0.556664 0.002679],[0.50848 0.576956 0.001039],[0.503585 0.600402 -0.001582],[0.505026 0.618426 -0.004814],[0.499213 0.575672 -0.002927],[0.492643 0.607512 -0.008679],[0.491656 0.6275 -0.012356],[0.492552 0.64179 -0.014546],[0.509399 0.581273 -0.007721],[0.506073 0.619896 -0.013688],[0.51175 0.621496 -0.014648],[0.516112 0.61544 -0.014596],[0.522319 0.58726 -0.012178],[0.523056 0.620058 -0.017689],[0.527411 0.613129 -0.01485],[0.528547 0.601999 -0.012033],[0.536654 0.59311 -0.016308],[0.534863 0.618067 -0.01978],[0.538146 0.610701 -0.016417],[0.539327 0.599865 -0.013265],[0.448645 0.51622 0.0],[0.464917 0.49975 -0.000948],[0.486563 0.488474 -0.003621],[0.504444 0.482082 -0.00601],[0.51803 0.475874 -0.008298],[0.481988 0.488763 -0.01168],[0.498051 0.479737 -0.017913],[0.510345 0.477125 -0.020907],[0.520254 0.475763 -0.022644],[0.479109 0.502508 -0.014554],[0.503045 0.509631 -0.02016],[0.512717 0.518567 -0.020824],[0.517309 0.525646 -0.02062],[0.474754 0.519807 -0.016918],[0.497106 0.52851 -0.021373],[0.506365 0.535773 -0.019383],[0.510911 0.540216 -0.017443],[0.469926 0.537758 -0.019223],[0.487645 0.543566 -0.021615],[0.496193 0.548456 -0.019216],[0.501773 0.551938 -0.01702]
61,2.03333,[0.481392 0.217468 0.008591],[0.498651 0.219169 0.004269],[0.521581 0.220481 0.0023],[0.54008 0.220697 0.004311],[0.491945 0.281135 0.002298],[0.524183 0.283049 -0.000175],[0.484515 0.19552 -0.000716],[0.536793 0.198393 -0.004299],[0.550317 0.565544 -0.0],[0.52975 0.569628 0.001001],[0.512363 0.587892 -0.001219],[0.505874 0.610289 -0.003947],[0.506489 0.629045 -0.007283],[0.503837 0.591271 -0.006438],[0.495418 0.624318 -0.012564],[0.493753 0.644096 -0.016028],[0.49459 0.65753 -0.017855],[0.514506 0.598093 -0.010352],[0.510739 0.637857 -0.016329],[0.517079 0.638865 -0.016742],[0.521709 0.631515 -0.01639],[0.5279 0.604806 -0.013942],[0.526345 0.639281 -0.019809],[0.531294 0.634827 -0.016439],[0.533744 0.624448 -0.013246],[0.542183 0.611583 -0.017276],[0.538101 0.638941 -0.021404],[0.541744 0.633408 -0.017825],[0.544543 0.622662 -0.014344],[0.444792 0.534451 0.0],[0.457929 0.515474 -0.000783],[0.479625 0.503508 -0.003946],[0.498042 0.498055 -0.007175],[0.511838 0.496761 -0.010224],[0.478434 0.503342 -0.010539],[0.49596 0.498478 -0.017958],[0.50883 0.499023 -0.022101],[0.516872 0.500393 -0.024222],[0.477652 0.518125 -0.013995],[0.504215 0.528013 -0.02185],[0.506037 0.536703 -0.023468],[0.501242 0.539619 -0.023089],[0.475596 0.535333 -0.01691],[0.501222 0.546641 -0.022909],[0.501594 0.552776 -0.02003],[0.496216 0.553136 -0.016707],[0.472404 0.551843 -0.019783],[0.493296 0.560201 -0.0228],[0.492975 0.564519 -0.019312],[0.487659 0.565289 -0.015858]
62,2.06667,[0.480928 0.217139 0.008626],[0.498352 0.21882 0.004333],[0.521727 0.220164 0.002456],[0.540358 0.22043 0.00455],[0.491739 0.280251 0.001969],[0.523807 0.282131 -0.000377],[0.484254 0.194957 -0.00059],[0.537092 0.197943 -0.003994],[0.553679 0.585374 -0.0],[0.533865 0.589797 -0.00092],[0.514223 0.611313 -0.003527],[0.506074 0.636712 -0.006127],[0.505306 0.658132 -0.009327],[0.505759 0.613352 -0.00724],[0.499708 0.647992 -0.013618],[0.499213 0.667335 -0.017608],[0.500365 0.678723 -0.019904],[0.517596 0.619911 -0.010237],[0.514545 0.659345 -0.016238],[0.519531 0.658478 -0.017359],[0.523227 0.649124 -0.017715],[0.532141 0.62597 -0.013057],[0.52945 0.662223 -0.019162],[0.533581 0.65779 -0.01629],[0.535633 0.646624 -0.013549],[0.547276 0.632196 -0.015722],[0.543477 0.661286 -0.020676],[0.546348 0.655751 -0.017821],[0.548492 0.644538 -0.014804],[0.443534 0.542022 0.0],[0.458904 0.526508 -0.000683],[0.481307 0.519835 -0.004779],[0.499078 0.518969 -0.008884],[0.512334 0.518147 -0.012628],[0.476187 0.518371 -0.014976],[0.50218 0.525405 -0.024811],[0.509718 0.539107 -0.029928],[0.50856 0.545545 -0.031812],[0.470025 0.532535 -0.018627],[0.496111 0.546752 -0.025533],[0.501631 0.559779 -0.026207],[0.499326 0.563994 -0.026528],[0.463869 0.548998 -0.021897],[0.488389 0.563371 -0.026705],[0.49381 0.574478 -0.023549],[0.491606 0.576935 -0.021207],[0.458322 0.565505 -0.025177],[0.478341 0.575436 -0.028086],[0.484569 0.584133 -0.025066],[0.484573 0.587872 -0.022516]
63,2.1,[0.480259 0.217559 0.008799],[0.497769 0.21877 0.004507],[0.52135 0.219735 0.002699],[0.540047 0.219933 0.004857],[0.492108 0.280477 0.001637],[0.524284 0.2818 -0.000606],[0.48339 0.194736 -0.000211],[0.536589 0.196827 -0.003512],[0.561143 0.609005 0.0],[0.540285 0.611704 -0.001461],[0.521327 0.63396 -0.003897],[0.51283 0.659892 -0.005962],[0.51115 0.681579 -0.008483],[0.515522 0.636851 -0.008373],[0.505477 0.669819 -0.014121],[0.504058 0.690391 -0.017596],[0.505672 0.703422 -0.01954],[0.527448 0.6457 -0.010415],[0.520733 0.683999 -0.015488],[0.52518 0.685771 -0.016176],[0.530002 0.678853 -0.016407],[0.541428 0.653672 -0.012181],[0.536562 0.688389 -0.016728],[0.539964 0.684596 -0.013664],[0.543059 0.674522 -0.01123],[0.555572 0.660974 -0.013907],[0.551167 0.686557 -0.017678],[0.553671 0.681168 -0.014918],[0.556257 0.670939 -0.012262],[0.433197 0.565936 -0.0],[0.453121 0.548844 0.00022],[0.478543 0.545486 -0.003723],[0.4981 0.55174 -0.008507],[0.51058 0.561109 -0.012092],[0.474798 0.547805 -0.010902],[0.505128 0.568614 -0.01999],[0.499845 0.575183 -0.023767],[0.489451 0.571179 -0.024029],[0.467165 0.562122 -0.014836],[0.495988 0.583879 -0.020647],[0.491334 0.589968 -0.021067],[0.481161 0.585628 -0.020882],[0.459884 0.579103 -0.018534],[0.487555 0.599505 -0.022017],[0.483181 0.603565 -0.018067],[0.473552 0.597598 -0.015017],[0.453517 0.595578 -0.02222],[0.478093 0.612006 -0.023136],[0.474951 0.614962 -0.01859],[0.466167 0.610358 -0.015083]
64,2.13333,[0.480065 0.216568 0.008355],[0.497671 0.217949 0.004223],[0.52111 0.219099 0.002666],[0.539711 0.219343 0.004978],[0.491555 0.279214 0.001644],[0.523484 0.280929 -0.000307],[0.483281 0.194077 -0.000764],[0.536475 0.196648 -0.003581],[0.563533 0.640282 -0.0],[0.542782 0.644132 -0.00443],[0.525701 0.668278 -0.007356],[0.518933 0.695689 -0.009268],[0.520254 0.717075 -0.010941],[0.527488 0.671344 -0.013694],[0.521145 0.709283 -0.021246],[0.52395 0.710877 -0.024546],[0.526712 0.703422 -0.025318],[0.541607 0.679526 -0.013558],[0.53546 0.71749 -0.019777],[0.538566 0.712469 -0.020809],[0.541843 0.699998 -0.02075],[0.555417 0.686922 -0.013336],[0.549794 0.720116 -0.017629],[0.552216 0.714247 -0.015353],[0.555088 0.702686 -0.013327],[0.56801 0.693207 -0.013256],[0.561677 0.717645 -0.015999],[0.563676 0.711534 -0.013841],[0.566524 0.701262 -0.011828],[0.434252 0.580241 -0.0],[0.458829 0.572354 -0.000112],[0.483625 0.582449 -0.002575],[0.497989 0.601238 -0.005701],[0.501827 0.620137 -0.00803],[0.483103 0.596437 -0.005441],[0.498503 0.620791 -0.011809],[0.49495 0.618283 -0.015164],[0.48887 0.610592 -0.016129],[0.473075 0.609955 -0.008379],[0.486674 0.635687 -0.013235],[0.482888 0.631041 -0.014652],[0.476509 0.620637 -0.0148],[0.461415 0.622634 -0.011194],[0.47507 0.645896 -0.014815],[0.471757 0.641552 -0.012815],[0.465943 0.631804 -0.01065],[0.449636 0.632719 -0.013896],[0.462123 0.653213 -0.01545],[0.460181 0.649499 -0.01209],[0.45504 0.641141 -0.008895]
65,2.16667,[0.479693 0.21606 0.008463],[0.497294 0.217269 0.00463],[0.520819 0.218327 0.003536],[0.539231 0.218568 0.006106],[0.492079 0.278885 0.000554],[0.523617 0.280336 -0.000815],[0.483011 0.193532 -9e-05],[0.536001 0.195791 -0.002038],[0.566876 0.667658 -0.0],[0.54679 0.679226 -0.002445],[0.534211 0.708337 -0.004182],[0.529462 0.735661 -0.005642],[0.53041 0.756278 -0.006924],[0.539154 0.714515 -0.00867],[0.539045 0.749003 -0.015429],[0.540184 0.742245 -0.018936],[0.54035 0.728277 -0.01971],[0.55362 0.717303 -0.009171],[0.551771 0.751648 -0.014275],[0.55299 0.743027 -0.015815],[0.554295 0.728773 -0.016099],[0.567508 0.719337 -0.009665],[0.564915 0.750982 -0.013152],[0.565382 0.742946 -0.01124],[0.566345 0.729902 -0.009424],[0.579836 0.720649 -0.010156],[0.575825 0.746436 -0.012199],[0.576244 0.73914 -0.009642],[0.57732 0.727611 -0.007247],[0.427806 0.599029 0.0],[0.430839 0.622685 -0.002635],[0.444956 0.647883 -0.005656],[0.459158 0.663566 -0.008235],[0.470464 0.673745 -0.01048],[0.453643 0.635156 -0.011115],[0.474011 0.661493 -0.019233],[0.475513 0.677885 -0.023142],[0.470721 0.686614 -0.023954],[0.461314 0.622287 -0.011549],[0.481148 0.649501 -0.017231],[0.482446 0.666116 -0.018944],[0.478763 0.67485 -0.019485],[0.466489 0.611502 -0.011895],[0.486188 0.63615 -0.015655],[0.487962 0.653588 -0.014954],[0.485095 0.663364 -0.014081],[0.469822 0.602509 -0.01225],[0.486202 0.621917 -0.014566],[0.489845 0.637544 -0.013287],[0.489037 0.64693 -0.01177]
66,2.2,[0.479363 0.21563 0.008075],[0.496921 0.216674 0.004337],[0.520363 0.217586 0.003403],[0.538582 0.217721 0.006047],[0.492511 0.278212 0.000706],[0.524146 0.279094 -0.000557],[0.482308 0.192299 -0.000347],[0.535465 0.194438 -0.002049],[0.572544 0.695342 -0.0],[0.553997 0.709895 -0.000909],[0.543964 0.739939 -0.002142],[0.542056 0.766094 -0.003474],[0.543962 0.784705 -0.004857],[0.54944 0.750627 -0.005943],[0.549869 0.781317 -0.011265],[0.551266 0.77624 -0.014484],[0.55168 0.764319 -0.015569],[0.564233 0.751508 -0.007176],[0.563789 0.781305 -0.010951],[0.564382 0.774198 -0.012404],[0.565263 0.761693 -0.013052],[0.578588 0.751207 -0.008288],[0.577093 0.7787 -0.010731],[0.576681 0.772022 -0.008941],[0.577333 0.761158 -0.007564],[0.591445 0.749815 -0.009271],[0.588884 0.772754 -0.010289],[0.58814 0.766516 -0.007304],[0.588586 0.757071 -0.004772],[0.427074 0.634982 -0.0],[0.455204 0.635789 -0.003889],[0.475382 0.662423 -0.004927],[0.484455 0.691211 -0.005891],[0.487251 0.715097 -0.005484],[0.468423 0.695079 0.001968],[0.481184 0.718819 -0.00114],[0.484516 0.707914 -0.003698],[0.481317 0.696169 -0.00463],[0.456322 0.705219 0.002254],[0.469419 0.726889 0.000528],[0.473121 0.715866 -0.001269],[0.46977 0.703184 -0.001785],[0.444698 0.710438 0.001799],[0.457558 0.729824 -0.000497],[0.461089 0.718619 -5.4e-05],[0.45806 0.706944 0.001016],[0.434851 0.71292 0.001063],[0.44633 0.72798 5e-06],[0.449891 0.719092 0.002224],[0.447451 0.709086 0.004751]
67,2.23333,[0.478806 0.215013 0.008069],[0.496373 0.216131 0.00442],[0.519893 0.216873 0.003632],[0.538184 0.216745 0.006373],[0.49234 0.278449 0.000351],[0.52357 0.278918 -0.000713],[0.481739 0.191674 -0.000222],[0.534986 0.193515 -0.001671],[0.585081 0.713111 0.0],[0.566288 0.728223 0.001094],[0.55771 0.754372 0.000876],[0.556372 0.777323 0.000119],[0.557244 0.794821 -0.000977],[0.560106 0.765588 -0.002493],[0.558681 0.795745 -0.005642],[0.557877 0.804568 -0.007404],[0.556978 0.80516 -0.007835],[0.572898 0.768154 -0.004189],[0.572315 0.800269 -0.006922],[0.572007 0.79854 -0.008159],[0.572828 0.788381 -0.008374],[0.586059 0.769089 -0.005468],[0.585624 0.798906 -0.006543],[0.585101 0.795948 -0.00481],[0.585927 0.785912 -0.003395],[0.598552 0.768199 -0.006499],[0.597328 0.792621 -0.006524],[0.596017 0.789463 -0.003699],[0.5965 0.780105 -0.001211],[0.423524 0.645263 0.0],[0.449431 0.656531 -0.002427],[0.466223 0.687019 -0.00416],[0.473844 0.718733 -0.005315],[0.478789 0.743212 -0.005962],[0.458979 0.691403 -0.007542],[0.469757 0.725196 -0.011387],[0.475226 0.746414 -0.012595],[0.478377 0.761229 -0.01278],[0.444012 0.700489 -0.008298],[0.452136 0.73866 -0.010793],[0.457088 0.754169 -0.010845],[0.459872 0.76076 -0.010722],[0.430924 0.706551 -0.008858],[0.438178 0.744571 -0.010844],[0.444702 0.756249 -0.00879],[0.448679 0.758647 -0.007112],[0.420478 0.709553 -0.009562],[0.427294 0.740236 -0.010069],[0.433061 0.750174 -0.007265],[0.436742 0.751855 -0.004876]
68,2.26667,[0.478342 0.214676 0.008158],[0.496095 0.215781 0.004545],[0.519948 0.21655 0.003908],[0.538417 0.216401 0.006787],[0.492063 0.278109 -6.5e-05],[0.523214 0.278991 -0.000916],[0.481442 0.191385 -0.000103],[0.535121 0.193016 -0.00125],[0.591417 0.737413 -0.0],[0.571394 0.753646 -0.00106],[0.56341 0.783299 -0.002415],[0.563321 0.810383 -0.003958],[0.564964 0.831535 -0.00505],[0.570428 0.793717 -0.00643],[0.569809 0.830863 -0.012692],[0.570141 0.827303 -0.01586],[0.570666 0.814559 -0.016389],[0.58484 0.794933 -0.0074],[0.583043 0.829868 -0.011318],[0.582093 0.82262 -0.012208],[0.582858 0.808886 -0.012284],[0.597905 0.793701 -0.008355],[0.595898 0.826264 -0.010683],[0.59463 0.819051 -0.008211],[0.595291 0.806612 -0.006322],[0.609127 0.790998 -0.009265],[0.606158 0.81756 -0.010167],[0.604964 0.81197 -0.00708],[0.605624 0.801123 -0.004459],[0.421425 0.663658 0.0],[0.445706 0.678304 0.00093],[0.457934 0.704312 -0.000101],[0.461591 0.729169 -0.001272],[0.463076 0.748034 -0.002171],[0.455771 0.716843 -0.005686],[0.462888 0.74828 -0.010425],[0.466821 0.770038 -0.012858],[0.468864 0.785928 -0.013594],[0.440446 0.725872 -0.008198],[0.442633 0.765899 -0.011967],[0.446899 0.778093 -0.011345],[0.449758 0.778422 -0.009221],[0.426573 0.730288 -0.010243],[0.427906 0.767559 -0.011601],[0.433495 0.778472 -0.007427],[0.43808 0.778558 -0.003351],[0.415104 0.729279 -0.012349],[0.415702 0.758876 -0.011539],[0.418929 0.770938 -0.006819],[0.42223 0.77501 -0.002216]
69,2.3,[0.47722 0.214195 0.008652],[0.495029 0.215129 0.004809],[0.519197 0.21572 0.003812],[0.537756 0.21551 0.006483],[0.491613 0.277607 1.6e-05],[0.522685 0.278063 -0.001346],[0.48018 0.190797 0.000363],[0.534177 0.192188 -0.001487],[0.600486 0.755756 0.0],[0.580187 0.771814 -0.000306],[0.571731 0.798412 -0.000693],[0.569549 0.823593 -0.001688],[0.570114 0.843296 -0.00259],[0.578475 0.816482 -0.00072],[0.57568 0.845598 -0.004616],[0.574523 0.846201 -0.00738],[0.574277 0.840044 -0.008335],[0.591397 0.818992 -0.001965],[0.588668 0.849664 -0.004513],[0.586763 0.844691 -0.006262],[0.587464 0.832744 -0.006852],[0.604142 0.818375 -0.003258],[0.602176 0.846215 -0.004406],[0.600052 0.84076 -0.002585],[0.60056 0.829828 -0.001127],[0.615891 0.815096 -0.004539],[0.613662 0.837229 -0.004589],[0.611489 0.832956 -0.00149],[0.611761 0.823663 0.00126],[0.418259 0.683826 0.0],[0.442126 0.698076 0.001131],[0.453396 0.724148 0.000633],[0.454548 0.747978 -5.2e-05],[0.453139 0.765722 -0.000574],[0.451445 0.73689 -0.005142],[0.457686 0.771088 -0.008904],[0.461947 0.792422 -0.010533],[0.465039 0.808125 -0.010929],[0.436355 0.74686 -0.007356],[0.439252 0.787073 -0.009688],[0.442926 0.801014 -0.008647],[0.445784 0.805343 -0.006868],[0.422622 0.752004 -0.009045],[0.42522 0.789173 -0.009332],[0.430679 0.799079 -0.005051],[0.434743 0.799894 -0.001371],[0.411658 0.752124 -0.010834],[0.414365 0.782468 -0.009166],[0.418303 0.791814 -0.004169],[0.421078 0.793422 0.000258]
70,2.33333,[0.476942 0.214188 0.008162],[0.494782 0.215077 0.004544],[0.518774 0.215526 0.00386],[0.537233 0.215145 0.006694],[0.491535 0.277816 -8.5e-05],[0.522554 0.278055 -0.000954],[0.479865 0.190736 -8.5e-05],[0.533587 0.191954 -0.001332],[0.612051 0.768292 0.0],[0.589825 0.783407 -0.003307],[0.580711 0.817279 -0.006022],[0.57959 0.849845 -0.007927],[0.579287 0.87456 -0.009733],[0.586617 0.808452 -0.013672],[0.583762 0.850122 -0.019881],[0.58114 0.858799 -0.021503],[0.579823 0.85691 -0.021064],[0.601387 0.81105 -0.013062],[0.597043 0.855089 -0.01816],[0.59281 0.859398 -0.018717],[0.592069 0.85297 -0.018511],[0.614498 0.814616 -0.011901],[0.609112 0.856252 -0.014804],[0.604815 0.856643 -0.01237],[0.604583 0.848314 -0.010274],[0.625399 0.819248 -0.010633],[0.620303 0.852189 -0.01183],[0.616345 0.851667 -0.009314],[0.616435 0.843388 -0.007074],[0.413198 0.705522 0.0],[0.438477 0.720342 0.000237],[0.451731 0.748 -0.000349],[0.454284 0.774842 -0.001469],[0.452944 0.795448 -0.002239],[0.447894 0.759321 -0.002672],[0.453646 0.792172 -0.006663],[0.458456 0.813519 -0.00881],[0.461493 0.829455 -0.009821],[0.433261 0.769399 -0.005147],[0.438418 0.809252 -0.00891],[0.443675 0.815882 -0.008956],[0.445748 0.812601 -0.007588],[0.419951 0.775277 -0.007413],[0.425148 0.811782 -0.00919],[0.431905 0.814292 -0.005277],[0.434296 0.808118 -0.001462],[0.409041 0.776547 -0.009952],[0.414124 0.806865 -0.009127],[0.420102 0.810648 -0.004406],[0.422475 0.805631 -0.000152]
71,2.36667,[0.476904 0.214114 0.00831],[0.494655 0.215145 0.00462],[0.518302 0.215724 0.003836],[0.536847 0.215363 0.006639],[0.491573 0.27802 -5.9e-05],[0.522426 0.278344 -0.001076],[0.479701 0.190555 0.000114],[0.533228 0.191939 -0.001309],[0.611873 0.79094 -0.0],[0.592493 0.81592 0.001714],[0.585511 0.848205 0.001631],[0.584532 0.875372 0.0004],[0.583933 0.895355 -0.000406],[0.59433 0.860297 0.00251],[0.594972 0.89511 -0.001563],[0.593376 0.887865 -0.005019],[0.592082 0.874004 -0.006318],[0.607412 0.857085 0.000574],[0.607798 0.888603 -0.001545],[0.60551 0.880996 -0.003557],[0.604102 0.867593 -0.004915],[0.619016 0.852 -0.001521],[0.618364 0.880611 -0.002442],[0.616207 0.87428 -0.00088],[0.615475 0.862799 6.5e-05],[0.62855 0.84612 -0.003488],[0.627009 0.868954 -0.003034],[0.624715 0.863494 0.00023],[0.624264 0.853504 0.002819],[0.409337 0.726505 0.0],[0.436194 0.741021 -0.001432],[0.450429 0.771197 -0.002419],[0.454053 0.801353 -0.003657],[0.456122 0.824495 -0.004332],[0.44144 0.782396 -0.002876],[0.446357 0.816997 -0.006803],[0.452272 0.837829 -0.009033],[0.456225 0.854053 -0.010196],[0.425727 0.791456 -0.004554],[0.432821 0.833308 -0.009456],[0.439974 0.834866 -0.009647],[0.441938 0.828045 -0.007903],[0.413033 0.796213 -0.006196],[0.420229 0.834071 -0.009101],[0.428434 0.833488 -0.005202],[0.430539 0.82557 -0.000934],[0.403477 0.796976 -0.008231],[0.409251 0.828878 -0.008055],[0.416989 0.831164 -0.003576],[0.420002 0.824309 0.000647]
72,2.4,[0.475928 0.215006 0.008324],[0.493915 0.215844 0.004547],[0.517951 0.216136 0.003771],[0.536758 0.215598 0.00663],[0.490921 0.278285 0.000116],[0.522243 0.278363 -0.000966],[0.478667 0.191711 -0.000159],[0.5331 0.192333 -0.001595],[0.619146 0.802265 0.0],[0.598193 0.823763 0.000295],[0.590763 0.853598 -0.000823],[0.591362 0.880453 -0.002468],[0.594481 0.899887 -0.003704],[0.600087 0.858673 -0.0058],[0.597004 0.899288 -0.010862],[0.595861 0.899209 -0.012803],[0.595738 0.890946 -0.012682],[0.613545 0.858944 -0.006998],[0.609567 0.898308 -0.010511],[0.60679 0.896803 -0.01118],[0.606613 0.887089 -0.011111],[0.625083 0.858247 -0.00787],[0.620685 0.894305 -0.009091],[0.617218 0.892037 -0.006666],[0.617171 0.882577 -0.004917],[0.634378 0.857679 -0.008566],[0.629499 0.886221 -0.007924],[0.625928 0.884468 -0.00452],[0.626022 0.875354 -0.001816],[0.406976 0.748197 0.0],[0.434149 0.764152 -0.000957],[0.447268 0.796658 -0.000661],[0.450125 0.826236 -0.000392],[0.450482 0.847218 0.000597],[0.437691 0.807792 -0.002551],[0.440972 0.844766 -0.005129],[0.446289 0.86386 -0.006281],[0.449814 0.878476 -0.006748],[0.422093 0.814644 -0.003896],[0.428752 0.854919 -0.007492],[0.435147 0.851507 -0.007029],[0.435549 0.841677 -0.0051],[0.409714 0.818363 -0.0051],[0.416067 0.854984 -0.006926],[0.421955 0.850078 -0.003143],[0.421418 0.839773 0.000618],[0.40069 0.818936 -0.006656],[0.405257 0.848493 -0.005387],[0.41032 0.845281 -0.000763],[0.409945 0.834253 0.003171]
73,2.43333,[0.476117 0.214693 0.007762],[0.493943 0.215569 0.004237],[0.517675 0.216019 0.003732],[0.536229 0.215642 0.006689],[0.490694 0.279005 0.000246],[0.522151 0.27924 -0.000397],[0.478945 0.191657 -0.000794],[0.532688 0.192706 -0.001703],[0.623069 0.812814 0.0],[0.605188 0.835296 0.000551],[0.598116 0.865741 0.000675],[0.596361 0.892443 0.000221],[0.596399 0.912468 -2e-06],[0.606736 0.870834 -0.001102],[0.605709 0.905685 -0.004252],[0.603075 0.911857 -0.005895],[0.600516 0.908891 -0.005975],[0.618629 0.86959 -0.001873],[0.617061 0.904196 -0.004058],[0.613686 0.90723 -0.005479],[0.611416 0.902339 -0.006014],[0.628817 0.867842 -0.002475],[0.626633 0.900423 -0.003066],[0.623591 0.902307 -0.001697],[0.621823 0.8971 -0.000545],[0.637075 0.866265 -0.002945],[0.634151 0.893321 -0.002046],[0.630911 0.895871 0.000629],[0.629661 0.891233 0.002969],[0.40521 0.76777 0.0],[0.429835 0.784668 -0.003281],[0.441351 0.8171 -0.003275],[0.443005 0.845738 -0.002769],[0.443208 0.864777 -0.001613],[0.424227 0.835341 -0.001887],[0.430556 0.868961 -0.002018],[0.437482 0.88524 -0.002457],[0.442342 0.897331 -0.002917],[0.410831 0.837931 -0.001104],[0.419553 0.87179 -0.001448],[0.426832 0.873584 -0.001659],[0.428365 0.86817 -0.001595],[0.400534 0.837478 -0.000333],[0.408711 0.870879 -0.000933],[0.416502 0.871474 0.000333],[0.417555 0.865653 0.001466],[0.393717 0.836049 0.000135],[0.399529 0.864536 0.000526],[0.40607 0.863957 0.002922],[0.406392 0.856006 0.004962]
74,2.46667,[0.476872 0.21572 0.007396],[0.494498 0.216574 0.003922],[0.517727 0.216791 0.003422],[0.536031 0.216083 0.006336],[0.49144 0.280411 0.000538],[0.522427 0.280169 -0.000107],[0.479468 0.192858 -0.001265],[0.532486 0.193408 -0.002201],[0.624985 0.828717 0.0],[0.608235 0.84954 -0.00101],[0.60319 0.874945 0.001442],[0.603091 0.897445 0.00426],[0.604426 0.914967 0.00789],[0.613836 0.890994 0.00709],[0.60951 0.918406 0.00937],[0.604254 0.927499 0.009733],[0.599228 0.930813 0.01025],[0.623347 0.890102 0.009111],[0.619431 0.915845 0.012036],[0.614534 0.924483 0.011451],[0.609747 0.927718 0.01091],[0.630727 0.887293 0.010792],[0.626794 0.911669 0.013425],[0.621977 0.919535 0.013614],[0.618225 0.921837 0.013647],[0.63606 0.883929 0.012301],[0.632907 0.905302 0.014799],[0.628751 0.91268 0.016562],[0.625414 0.914089 0.018169],[0.406299 0.785067 0.0],[0.393861 0.809916 0.001234],[0.391372 0.839162 0.002172],[0.393497 0.861331 0.002252],[0.397171 0.875872 0.002828],[0.40128 0.857618 0.004268],[0.408915 0.886483 0.002629],[0.415981 0.897526 0.000624],[0.421197 0.902519 -0.000333],[0.414106 0.855232 0.002756],[0.421301 0.884948 0.000963],[0.42315 0.889466 -0.00078],[0.423969 0.887219 -0.001364],[0.42661 0.85039 0.001285],[0.431412 0.878615 3.5e-05],[0.42931 0.878222 0.001227],[0.427126 0.87105 0.002703],[0.437524 0.844229 -0.000155],[0.439847 0.868298 0.000185],[0.437306 0.868428 0.003264],[0.434968 0.862003 0.006141]
